study_time_hours,exam_result
6.94,95.7
2.06,40.8
3.89,76.5
0.17,69.2
7.57,100
6.41,74.4
4.04,68.6
7.91,91.2
1.76,63.7
5.95,63.8
6.16,81.6
6.65,67.1
5.48,79.7
1.52,51.9
0.73,19.7
1.44,72.2
6.87,68
3.22,59
4.37,52.6
0.2,33.2
3.93,54.8
3.27,57.2
4.28,65.3
3,57.4
0.6,47
0.35,33.8
7.6,92.2
4.83,76
5.15,58.9
7.32,84
4.41,75
4.92,50.7
4.18,61.4
1.41,45.5
2.49,61.4
7.07,48.6
3.55,87.7
1.63,53.5
6.62,91
0.7,50
5.12,67.7
5.6,81
2.43,36
1.34,74.9
3.59,42.4
6.04,54
7.09,87.3
6.52,82.5
0.88,52.9
1.78,60.8
4.94,100
5.68,49.4
0.08,49.5
1.14,36.4
0.75,50.9
2.73,71.3
5.45,62
7.55,99.6
0.72,65.4
4.05,46.3
2.98,53.8
3.19,73.7
0.54,38.7
2.31,47.4
2.02,57.4
5.75,64.3
5.13,90.7
5.09,60
4.15,45.3
2.74,47.5
1.95,44.8
0.09,39.8
1.18,43.3
1.76,56.4
7.8,77.3
7.76,98.6
6.14,74.9
4.88,76.9
5.35,59.4
4.8,33.4
5.17,45.2
1.75,42.7
7.81,74.5
6.05,69.4
1.87,40.1
4.11,80
6.31,79.4
7.29,98
3.07,68.9
3.87,37.6
2.48,54.4
3.01,46.4
1.82,56.5
0.24,28.5
3.33,59
3.76,76
6.24,92
4.18,75.3
2.61,58
3.71,54.2
6.37,46.5
3.85,42.9
4.44,87.6
1.38,38.5
0.08,80.2
7.44,77.8
2.14,38.4
2.78,50.7
0.92,51.8
4.1,35.8
5.9,73.3
5.49,65
6.84,88.2
2.29,52.9
2.52,45.4
7.72,96.1
3.65,73.8
6.68,86.9
4.89,82.5
1.45,35.2
7.66,84
2.6,70
5.13,62.7
2.04,59.3
4.61,54.6
4.33,63.8
2.09,45.6
7.91,100
1.13,50.9
3.54,63.7
0.25,43.7
5.46,54.7
3.7,76.2
4.48,65.8
5.59,80.4
6.11,71.3
7.73,81.9
6.91,90.6
2.59,25.8
5.82,69.3
0.61,37.4
1.09,55.1
3.68,62.4
3.68,57.7
4.05,76.8
3.8,64.5
5.13,68.8
7.63,80.7
1.38,63.1
2.86,49.5
0.59,53.4
1.6,55.3
7.9,96.7
0.32,30.3
1.71,51.5
3.41,61.1
2.34,59.9
4.36,66.8
7.91,83.4
5.63,64.9
3.25,35.5
5.46,55.8
6.98,87.4
1.83,51.6
5.74,73.1
4.91,68.9
5.87,59.6
0.67,37.4
5.86,73.6
6.3,71.8
5.5,67
1.58,47.2
1.29,43.3
5.91,89.8
5.18,64.2
7.87,100
3.64,68.6
1.83,54.2
6.16,57.5
5.99,100
4.18,80.6
5.97,72.5
2.48,38.6
1.73,55.2
1.01,27.4
2.32,24
5.24,52.1
2.07,22.5
7.07,82.9
2,45.7
5.48,80
4.22,62.1
1.69,50.2
4.45,83.7
7.64,62.5
7.55,100
2.33,46.1
4.29,87.8
1.21,26.8
3.75,64.9
2.57,60.6
7.44,79.7
5.06,81.8
1.48,76.6
7.91,68.6
5.55,85.1
1.08,36.9
6.4,74.9
4.46,68.7
3.2,55.2
1.57,42.2
2.22,56.3
1.34,52.1
6.43,90.7
2.18,45.9
3.76,47.2
7.74,75.1
7.91,88.5
6.33,58
6.39,79.8
7.56,77.1
6.37,75.9
3.61,58.5
0.48,52.8
1.67,67.7
3.56,71.5
2.12,59.5
2.63,65.3
0.47,60.5
4.42,56.2
2.81,71.4
2.07,53.7
4.88,70.4
2.21,53.8
3.81,79.1
1.97,52.8
5.44,64.4
6.83,60.6
0.65,38.5
6.56,81.6
6.81,83.8
7.72,97.3
6.62,79.6
4.42,48.6
0.56,47
0.6,41.6
1.57,63.3
3.58,68.3
7.64,79.9
1.4,61.7
4.31,76.8
7.91,70.5
0.11,51.1
0.38,56.9
2.16,47.4
1.8,40.6
3.99,84.4
3.36,68.1
4.67,73.7
1.18,64.1
5.49,82.1
1.72,80.6
3.62,86.6
0.27,45.8
6.38,76.5
5.02,65
1.67,43.9
4.81,47.1
3.5,61.8
6.61,100
7.87,82.3
1,58.6
3.92,60.5
2.06,40.4
6,93.4
0.28,42
4.36,76.1
6.86,81.4
3.11,57.2
6.7,82
1.18,60.9
7.35,79.6
6.33,92.5
3.13,64.2
1.05,41.6
4.16,67.6
5.36,76.6
1.03,44.3
7.47,84.1
6.1,82.9
7.61,72.5
2.39,46.6
3.47,79.6
1.92,34.8
2.19,22.3
1.16,49.3
1,49.3
5.37,99.5
1.26,45.7
1.07,40.3
4.28,72
5.63,67.4
6.22,65.7
4.64,85.8
1.61,60.6
4.59,40.4
5.01,61.2
2.06,69.4
1.16,49.4
7.41,75.9
0.77,45.7
2.22,61.3
1.85,47.5
7.14,75.9
4.02,65.8
7.65,88.8
6.63,78
6.04,67.8
1.41,59.9
2.75,45.8
6.56,99.3
7.87,85.9
7.02,70.9
7.59,61.6
5.13,45.7
3.86,64.9
4.12,71.1
3.67,47.1
1.24,62
2.45,61.9
0.72,71.4
0.71,23.9
2.49,45.7
5.33,48.7
4.91,56.7
4.48,53
5.99,46.2
3.38,72
3.54,60.7
4.14,64.4
0.53,33
4.65,69.6
6,82.8
2.11,28.1
6.84,69.9
2.13,37.3
4.11,48.7
7,93.3
5.91,73.1
4.61,51
4.98,84.6
0.87,55.7
5.59,80.9
4.9,41.2
0.68,74.7
0.99,43
7.77,73.5
1.42,56.4
7.17,99.4
2.21,56.4
3.17,85.8
4.44,77.6
5.01,41.8
3.98,79.1
2.79,44.6
3.99,56.4
5.61,62.3
3.17,52.4
4.36,61.5
3.03,51.3
2.64,46.7
2.39,27
1.79,68
6.09,95.4
7.87,70.5
0.23,33.4
1.57,33.4
7.71,83.4
2.73,38.5
3.11,86.7
5.3,53.3
2.82,51.7
3.94,73.3
7.21,69.2
4.52,73.7
5.34,56.5
1.74,51.8
2.09,40.2
7.13,74.7
7.34,93
6.46,93.2
0.98,44.9
6.55,85.4
0.15,25.3
4.77,74.7
5.4,91
3.41,65.5
3.83,56.6
5.93,61.4
7.16,83.8
1.51,68.7
1.11,64.3
5.04,90.9
1.85,58.3
1.55,31.3
1.63,40.3
1.57,61.5
3.82,54.9
7.72,78.9
6.62,69.3
4.35,77.6
0.65,48.4
5.38,61.5
3.61,81.9
6.23,93.9
3.95,69.5
5.35,38.7
1.6,56.2
6.67,51.7
6.24,54.4
2.99,68.8
7.71,70.5
1.28,23.7
0.16,54.5
6.11,80.8
4.8,55.6
0.89,69.9
1.28,19.599
1.05,40.3
1.33,34.5
3.69,63.7
0.41,53.6
4.16,54.2
4.84,61.8
5.82,65.6
7.57,79.5
0.66,50.7
0.28,46.9
1.11,62.1
2.7,43.9
4.2,62.7
0.08,55
5.54,51.1
7.66,100
2,59.8
0.08,32.2
6.03,60.7
6.16,85.8
0.35,68.6
4.94,66.9
1.94,72.5
5.06,72.3
5.81,62.6
1.78,64.8
2.09,47.6
4.89,76.3
4.66,89.9
7.09,55.8
4.08,42.5
6.4,83.2
5.86,85.7
5.33,72.6
1.53,48.5
2.21,77.1
4.53,96.7
0.53,52.1
0.36,23.8
0.4,39.1
7.37,81
5.51,73.2
6.69,95.2
7.71,90.4
5.61,93.1
4.12,65.4
3.83,47.7
5.97,65.6
6.94,97.6
6.64,92.8
3.94,82.9
6.19,82.7
3.81,30.1
3.08,60.1
2.38,57.3
0.44,38
1.61,19.599
5.84,64.4
1.37,71.6
7.21,100
0.63,33.1
0.41,26.8
3.85,33.5
1.78,73.2
0.82,34.4
0.48,59.6
4.22,45.9
2.08,46.3
4.45,30
1.19,37
0.2,49.8
0.22,19.599
0.9,42.6
6.37,57.8
3.59,38
4.99,64.6
7,72.4
1.7,40.5
6.97,86.4
5.97,71.4
5.83,55.1
6.97,75.3
1.01,39
4.32,69.3
3.87,46.4
5.31,52.8
1.9,47.8
1.02,46.9
7.79,80.4
3.73,64.8
1.86,36.4
1.03,62.9
4.75,81.8
1.18,55.7
1.46,29.4
7.62,93.1
0.23,39.3
1.49,27.3
5.37,66.7
1.74,46.2
1.46,49.1
4.45,69.8
5.57,80.8
3.45,52.6
6.25,72
6.52,83.7
4.98,70.5
4.62,51
6.53,89.7
0.12,24.5
4.09,76.1
1.03,56
1.77,70.9
7.59,81.1
0.08,46.4
2.46,37.9
1.23,46.1
4.56,53.5
6.75,69.4
3.13,62.8
6.7,100
3.52,45.7
7.27,57.2
6.78,64.2
1.43,36.9
7.08,94.7
1.54,52.3
3.92,74.7
1.57,55
3.09,48.1
7.88,95.5
6.12,99.5
4.43,73
7.48,82.8
2.88,51.6
1.39,35.2
6.63,84
0.1,29.8
6.44,75.6
0.17,57
2.28,76.5
2.84,54.5
2.55,68.9
1.95,47.6
0.87,32.8
0.08,22.2
6.2,81.8
3.66,77.3
1.3,47.6
0.66,19.599
2.23,45.9
2.83,56.3
3.69,63.7
0.81,46.1
7.84,90.8
2.15,43.6
3.53,31.6
5.67,95.9
2.48,45.5
0.66,27
3.01,46.5
4.42,66.6
6.73,95.6
2.94,61.2
7.12,61.8
4.37,60.5
5.74,75.9
0.24,60.5
7.17,100
1.71,46.7
2.61,51.4
4.19,67.6
7.68,88.5
2.77,33.8
1.76,65.8
7.69,93.9
6.47,82.1
5.31,78.2
3.28,60
3.36,72.5
7.61,98.8
0.55,34.8
6.06,79.1
4.81,60.8
7.75,78.4
4.47,65.8
2.24,78.3
6.24,69.5
7.89,57.6
7.26,63
2.36,34
2.77,47.4
6.04,70.7
4.79,79.9
0.09,70.8
1.13,60.6
0.68,60.4
1.43,35
2.44,47.4
7.74,81.2
5.41,50.4
0.44,43.3
4.86,56.3
3.49,34.9
6.03,85.7
7.07,86.7
0.52,55.6
7.84,100
0.46,47.6
5.86,58.7
7.23,58.1
6.01,63.5
1.21,64.2
1.66,46.9
0.33,39.8
1.05,49.2
0.49,60.2
0.43,30.9
4.5,54.8
0.61,36.3
3.4,76.1
5.68,61.4
0.12,26.5
5.11,62.5
6.06,65.3
4.29,83.1
3.8,56.6
5.85,65.5
4.24,65.1
4.07,61.8
6.41,72.4
6.7,93.8
2.95,55.4
3.32,50.7
6.41,72.8
4.36,52.4
5.49,75.6
0.6,30.3
0.76,28.4
4.25,89.1
6.55,65.3
2.53,44.7
7.69,79.2
6.08,61.4
6.25,97
6.67,100
2.04,65.8
2.64,45.6
0.95,51.1
3.04,48.6
0.29,49.1
6.01,75.7
6.42,78.5
1.71,40.9
3.92,42.4
5.38,67.3
5.94,64.1
7.76,79.4
1.61,28.2
1.97,47.9
6.83,98.7
0.78,45.7
6.29,69
1.07,23.1
3.72,42
4.74,65.6
6.14,90.9
0.92,57.5
6.59,78.2
6.8,69.7
6.35,60.1
7.5,89.6
6.98,86.4
6.14,87.3
4.63,88.1
6.47,66.7
7.8,91
5.1,77.6
1.94,50.1
1.98,41.8
6.37,68.5
7.91,100
1.68,50.9
7.76,79.2
2.15,29.8
3.3,73.8
7.27,91.5
7.69,86.5
4.54,44
7.6,93.2
6.74,66.5
6.93,88.5
6.95,69.4
3.09,65.6
0.25,39.3
1.32,45
0.6,60.6
1.94,50.8
0.44,44.8
2.22,44.7
4.71,58.2
1.13,33.4
2.53,38
1.79,51.8
0.76,73.5
5.41,68.5
7.14,69.8
5.73,78.6
5.47,64.1
7.86,69.6
5.85,71.1
0.38,59.1
1.75,53.1
5.1,81.5
5.11,56.6
6.66,74.7
1.27,26
7.85,92.2
4.13,80.4
7.36,83.5
4.23,51.4
1.5,33.5
2.81,36.4
1.77,32.2
2.11,25.9
7.12,78.3
3.02,75.5
1.46,67.3
2.92,69.1
4.94,69.6
1.61,54
0.41,47.2
6.98,89.7
1.91,53.8
7.49,56.1
0.38,49.1
5.21,79.4
5.32,73.3
1.25,43.8
5.32,73.2
3.1,60.8
3.05,64.4
7.02,86
7.62,100
1.36,53.5
5.47,64.2
1.24,72.1
0.28,19.599
1.2,27.7
5.08,70.3
5.81,84.6
4.06,75
7.61,100
6.11,60.2
1.29,35.9
1.66,61.1
4.77,74.9
2.67,60.6
0.08,63.9
0.19,38.5
3.26,58.7
4.19,54.1
5.23,45.4
6.11,59.5
7.75,100
6.71,99.8
2.85,82.1
4.28,85.3
1.73,46.6
7.75,85.1
4.28,63.1
2,33.3
5.79,77.1
3.9,81.4
7.91,99.9
0.6,34.9
2.68,72.8
7.53,81.4
3.69,39.3
2.49,32.4
4.84,80.6
5.32,78.8
0.74,45.5
2.08,64.1
2.47,86.1
1.97,44.3
3.06,63.9
2.68,69.3
5.85,67.1
4.79,64.6
3.43,64.2
1.6,35.7
3.37,48
1.44,60
7.62,100
1.39,60
6.87,64.8
4.92,84.3
6.49,43.7
7.11,76.7
6.43,100
4.71,53.3
2.14,60.5
5.28,70.5
0.08,31.8
3.02,75.2
6.86,89.5
4.64,71.3
2.08,32.2
7.14,100
0.12,22.3
7.06,81.7
6.08,71.8
1.17,35.3
0.5,37.5
7.61,89.4
0.54,61.4
7.79,87.2
3.37,65.4
2.83,43.4
5.2,88.9
3.97,38.3
3.12,79.7
5.12,60.4
2.8,54.1
0.27,54.6
6.6,85.5
4.12,63.2
5.49,78.9
4.6,58.1
4.91,92.1
1.75,66.2
7.48,70.3
3.58,70.6
7.36,91.6
6.46,49.6
5.76,57.8
3.68,61.7
0.18,42.7
2.52,68
5.32,95.5
2.65,54.5
0.79,39.8
4.14,47.3
1.24,61.4
2.45,73.8
4.02,58.4
0.93,58.7
0.9,64.4
1.68,60.4
4.73,60.5
7.47,86.5
1.91,43.6
5.76,56.9
1.52,51.2
5.08,77.4
1.1,45
6.76,60.9
5.94,85.1
5.45,59.1
0.12,20.9
6.69,98.6
1.21,19.599
4.27,51.1
6.21,62.2
5.05,75.5
6.55,80
5.67,95.9
6.05,78.7
2.39,46.9
3.03,57.1
4.01,73.5
4.69,71.4
5.53,81.5
4.44,53.9
5.68,78.3
1.21,46.8
3.16,60.8
7.31,85.5
1.74,51.1
1.15,34
5.96,74.1
1.56,49.2
3.66,78.3
5.69,61.9
3.88,43.8
7.21,82.1
7.03,79.5
4.02,66.8
7.69,78.5
2.33,61.5
1.87,20.8
5.36,75.5
4.58,69.3
2.01,49.4
2.97,58.9
1.86,44.7
1.9,42.5
2.94,59.7
7.39,60.7
6.68,85
4.1,66
3.82,82.9
0.25,56.1
3.7,64.1
4.99,65.9
6.23,66
2.85,54.4
7.36,97.3
6.72,60.2
0.66,39.9
7.22,86
1.78,53.3
7.39,74.2
5.05,69.9
3.3,45.4
3.49,41.3
4.5,70.2
6.75,73.2
6.7,70.4
3.32,72.3
6.79,74.8
3.78,73.5
3.34,80.1
1.95,28.6
6.62,90.7
4.96,47.6
3.45,74.3
5.3,78.2
6.89,88.8
1.58,55.5
3.14,36.3
3.04,66.1
0.61,19.599
2.67,61.5
6.09,80.4
2.03,45.7
6.49,68.7
7.64,99.8
1.79,49.6
3.28,63
1.05,56.9
5.54,70.5
3.86,78.3
4.71,61.5
6.23,76
6.21,88.6
4.13,44.5
7.06,66.9
7.46,80.8
5.05,85.4
0.31,45.3
6.21,62.3
7.14,74
4.45,64.9
5.6,56.5
2.85,46.9
4.02,74.2
6.38,70.1
7.01,76.2
0.92,51.5
0.14,82.3
2.99,66.1
3.13,49.7
6.19,75.3
0.08,49.6
6.11,83.4
4.29,77.5
5.58,54.7
4.07,64.5
6.33,88.6
3.5,46.5
2.77,48.1
5.09,61.5
3.56,32.9
2.43,59.3
7.31,83.7
5.79,76
1.58,30.2
5.92,57.6
2.02,39
3.45,62.3
1.74,38.7
0.91,39.6
3.19,74.6
4.44,72.2
2.42,57.3
0.6,74.1
2,70.9
1.97,63.6
4.73,59.4
2.26,54.2
4.27,61.3
3.76,79.7
2.13,66.7
5.93,71.9
5.34,49.7
5.44,83.9
3.47,39
2.53,20.6
4.73,51.2
7.67,87.6
3.47,41.8
5.32,83.6
3.54,49.2
7.46,80
2.12,36.4
3.67,64.2
3.95,59.9
5.83,81.5
5.77,58.5
5.92,97.4
5.86,55.3
3.76,51.9
1.24,29.8
6.96,93.7
2.6,64
0.88,59.5
1.03,48.9
3.96,64.8
3.41,41.6
5.31,67.3
4.89,74.9
0.86,40
2.37,55.5
7.17,76.1
6.13,84.6
6.96,87.3
0.18,45.3
7.3,84.4
6.89,96.7
3.62,56.1
5.39,35.7
2.18,61
5.27,66.4
6.39,59.8
3.87,84.6
0.23,25.8
3.33,36.3
5.8,87.1
5.63,78.7
3.89,48.9
7.89,78.9
0.94,29.9
1.27,74.1
2.07,68.6
6.43,84.7
6.1,65.4
6.18,66.5
7.04,99.8
3.54,67
2.55,46.7
4.8,53.6
3.28,76.5
4.19,49.3
1.12,47.9
3.17,67.2
3.78,77.6
0.7,74.1
7.91,66.7
0.3,46.2
7.36,93
0.64,54.3
6.87,52.1
4.39,71.1
1.57,26.4
1.85,27.2
2.81,28.6
6.35,100
1.18,33.9
1.94,40.2
5.54,85.8
4.91,71
3.37,59.9
0.48,30.8
4.47,61.4
1.83,25.9
4.9,50.5
2.2,69
7.84,93.6
4.72,59.2
4.57,61.2
6.69,77.3
7.91,90.8
6.23,88.2
4.75,58.3
6.91,73
1.45,54.8
6.11,49
5.44,46.5
4.51,50.9
6.93,100
5.68,68.4
5.73,82.4
7.28,88.1
5.6,63.8
2.04,48.6
1.47,36.2
4.11,91.9
1.88,38
5.6,75.3
6.74,57.7
2.33,32.7
7.31,85.7
5.98,70.6
7.91,63.1
1.59,56.6
3.69,68.8
5.12,49.3
6.1,89.5
7.3,88.3
7.13,68.6
1.89,47.8
3.38,59
5.75,73.1
1.06,50.9
7.67,85.1
5.98,83
6.63,67.3
7.26,83.4
1.42,50.9
3.38,61.5
5.21,56.5
6.58,86
5.9,57
0.97,47.7
5.17,62.8
2.35,56.5
3.25,58.6
7.91,87.2
1.26,34.8
0.84,51.9
3.27,31.7
6.91,88.7
1.3,70.9
0.64,46.2
3.35,64.2
5.06,49.8
1.24,40.5
6.44,66.2
6.77,81.7
4.18,73.3
0.24,66.4
4.13,50.3
1.71,37.6
3.57,77.6
6.08,69.4
0.44,33.5
0.08,49
1.07,27.5
0.36,54.1
2.08,46.8
3.23,55.1
6.24,71.2
0.24,32.1
2.81,41
7.44,73.6
4.61,45.9
6.61,81.6
3.87,53.2
0.78,31.2
1.5,57.2
6.06,100
6.91,70.1
3.74,59.5
3.94,55.8
3.6,92.3
0.15,46.9
0.76,19.599
7.91,100
0.34,39.3
2.79,56.4
5.53,81
3.4,86.7
7.86,92.3
0.26,41.5
7,76.8
1.08,38.5
1.64,35.1
4.23,81.6
6.97,77.3
3.31,58.5
2.35,40.1
3.21,61.2
0.75,67.7
6.71,56.7
7.32,79.5
5.41,73.5
3.56,30.6
4.91,80.6
4.41,36.2
0.41,19.599
3.16,96.5
5.25,65.6
6.78,74.9
2.87,55.5
6.55,86
6.06,65.8
7.43,80.2
7.91,73
0.33,46.9
3.5,65.6
6.19,87.4
6.59,69.6
0.66,28
4.85,82.1
7.19,98.1
1.82,55.1
2.78,54.2
3.16,82
3.16,59.7
4.49,58.4
0.49,48.2
6.23,67.7
0.98,38.2
6.51,74.6
0.14,45.3
6.3,87.5
2.84,50.1
5.25,68
1.43,45.9
4.3,54.8
2.39,44.7
0.08,30.6
5.8,86.1
1.05,67.3
7.52,81.3
4.35,54.2
0.08,44
7.56,100
1.06,37.7
6.67,100
2.63,61.5
4.54,74.7
6.69,84.7
0.4,61.7
5.44,57.5
1.19,51.8
5.73,54.9
1.29,65.2
0.18,43.9
1.24,64.4
5.01,66.1
7.89,94.4
7.76,73.1
5.97,58.8
6.6,66
6.99,75.8
4.23,41.1
1.83,47.2
5.29,59.4
1.13,36.7
6.66,89.7
3.3,70.6
2.13,50
6.75,81.4
0.89,37.3
7.8,70.7
7.6,82.5
4.87,48.9
5.7,82.6
0.3,23.2
3.5,75.4
7.08,73.9
0.09,38.2
2.32,55.1
2.83,60.3
5.4,55.3
5.64,75.4
0.52,43.2
1.74,19.9
6.6,58.7
1.53,53.7
2.29,81
1.3,30.9
6.03,78.5
0.22,32.5
2.42,68.8
4.26,51.3
0.08,34.5
7.63,93.4
6.95,73.8
5.18,82.6
3.51,55.3
1.24,59.5
4.43,63.8
1.91,23.9
5.1,51.1
1.16,37.4
5.74,93.1
2.58,71.2
4.02,81.9
1.29,48.9
2.05,69.9
3.6,60.1
3.67,74.9
7.91,100
2.68,45.4
0.68,65.1
4.19,68.6
2.57,57.3
7.02,71.2
1.68,58.1
6.85,100
5.31,53.7
1.5,49.8
3.24,41.5
3.94,90.4
4.17,65.2
3.18,34.5
4.68,62.3
5.73,75.7
4.05,60.8
4.82,63.5
6.88,80.5
3.98,57.4
3.33,41.7
1.98,64.6
1.05,34
2.34,73.8
3.25,35.3
6.11,61.2
1.74,52
5.62,52.6
0.63,43.7
1.27,40.7
2.61,60
3.76,62.2
1.45,26.9
0.9,37.1
4.53,62.9
3.3,72.2
3.33,64.4
2.46,42.3
2.97,61.8
1.47,31.6
2.16,78.6
4.34,81.7
4.18,53.9
7.25,77
6.66,78.2
0.08,19.599
1.84,33.7
7.1,79.5
2.52,55.8
3.82,76.1
5.4,82.4
4.35,67.3
0.08,45.4
1.65,50
0.8,51.9
1.34,30.4
1.18,39.3
4.98,71.1
3.25,42.9
0.53,41.9
0.66,38
7.6,100
1.24,32.3
2.03,19.599
4.59,66.9
1.5,70.8
1.58,37.2
0.58,28.4
7.85,78.8
4.85,74.5
4.24,76.4
7.11,67.6
4.76,61.7
2.1,43.6
3.78,63.1
3.82,52.8
3.18,39
6.03,49.5
0.88,57.8
1.27,54
2.98,41.5
0.57,49.1
7.9,91.7
3.97,48.3
0.4,38.9
4.86,75
6.25,91.8
3.26,77
3.84,83.6
5.6,65.1
1.87,62.6
4.78,64.3
5.05,54.1
6.44,67.8
7.13,88.6
7.53,72.6
1.01,43.1
6.53,88.5
5.4,56
2.97,47.9
7.38,87
6.88,65.6
6.19,69.3
0.46,34.1
1.42,61.4
7.35,88.2
7.86,91.1
2.22,69.7
2.22,52.8
4.88,65.7
0.61,35.2
4.76,72.7
7.75,84
2.38,63.1
5.94,48.8
4.2,88.9
2.3,46.9
3.3,58.1
4.41,89.6
6.09,70.9
4.33,69.4
7.4,92.9
0.94,29
7.66,83.8
4.41,76
3.13,36.4
0.61,21.4
2.37,43.2
3.5,72.9
7.5,91.6
6.05,66.6
0.47,42.5
2.62,34.4
3.93,69.4
6.8,70.9
6.21,83.1
1.73,58.8
0.4,58.7
1.06,67.1
4.03,50.7
0.72,32.9
2,29.1
6.57,70.9
3.22,55.1
7.91,83.7
6.05,68.3
2.12,66.5
0.08,49
4.22,63.6
5.65,88.1
3.76,79.1
7.25,82.4
6.14,81.7
4.16,78.3
0.15,29.4
2.71,60
3.96,70.1
2,42.7
6.7,81.7
3.4,30.5
1.63,41.4
6.23,76.5
4.87,77.9
1.58,53.4
4.26,50.4
5.56,65.3
3.59,49.6
2.42,38.7
5.52,50.6
5.5,65.6
0.14,19.599
1.87,46.7
5.17,54
1.79,36.5
7.7,79.4
1.3,61.6
5.99,66.9
7.91,100
2.77,54.7
4.83,47.2
0.85,44.9
4.97,66.1
7.9,100
7.78,65.2
3.29,71.2
6.56,88.4
6.61,80
2.62,36.2
6.58,77.1
1.3,31.1
7.83,78.3
6.91,81.2
4.08,59.9
3.08,54.1
7.57,100
0.57,59.1
3.99,56.7
3.9,64.9
3.05,49.4
0.9,34.1
2.01,57.4
7.86,81.4
6.46,73.6
6.71,75.5
4.08,66.7
5.29,68.1
4.04,71.7
5.42,48.1
6.91,71.6
1.94,37.2
7.61,68.6
7.31,69.4
3.35,55.3
7.81,79
7.06,87.8
0.32,30
0.34,52.1
5.66,45.4
6.27,69.3
1.99,60.2
3.99,76.1
4.31,46.3
3.56,73.3
0.55,30.5
1.75,52.5
6.52,76.2
0.58,33.7
4.98,48
5.07,100
7.65,79.6
7.9,87.9
7.56,73.3
4.33,61.3
0.33,41.4
2.22,79.5
3.8,67.9
0.31,51.5
0.3,35.7
2.59,59.1
3.1,68.5
4.65,61.9
7.46,80.2
3.13,57
0.38,33.5
4.32,65.2
2.86,69.9
7.21,58.3
3.45,57
2.57,36
5.79,69.6
3.95,47.5
4.44,43.3
1.22,29.6
3,52.7
0.37,49.2
6.04,67.9
1.96,44.4
0.96,49
4.72,50
4.64,63
2.53,72.3
7.7,76.7
5.08,66.8
7.41,91.3
2.4,83.1
4.41,38.4
3.31,62.4
3.31,74.3
0.38,24.1
1.76,45.1
6.95,100
6.8,78.1
0.84,34.2
0.15,56.2
0.82,30
5.11,87.8
1.92,25.5
6.1,85.9
0.08,28.5
5.73,59.5
7.09,74.3
0.36,42.3
6.94,93.1
7.34,60
4.29,81.6
2.28,57.4
4.5,69.1
2.48,65
7.47,72.1
4.35,44
6.39,73.2
4.88,58.2
2.31,59.3
4,74.4
7.04,97.4
3.06,57.4
2.73,66
7.65,100
2.67,53.3
6.88,88.8
1.43,46.4
6.33,70.6
4.92,82.1
0.96,52.9
0.51,34.1
2.39,58.3
5.26,72.2
2.88,39.4
2.17,51.7
4.65,56.4
7.62,80.4
0.97,48.2
5.16,75.7
7.3,100
4.33,43.4
7.71,100
4.78,77.5
5.38,49.8
6.33,74.7
1.6,62.4
4.48,56.9
4.91,58.7
0.96,33.8
3.64,40.3
6.17,95.4
0.33,29.1
3.31,85.3
1.17,46.5
1.41,21
4.1,47.1
0.24,38.8
3.4,64.3
0.21,33.4
7.4,75.4
7.06,77.3
1.69,35
0.53,49.8
2.01,50.5
0.23,47.7
5.88,77.3
4.59,82.2
4.35,41.5
6.82,82.5
6.47,67.7
3.27,50.2
4.88,66
3.53,60.7
4.99,88.6
1.21,38.2
2.4,26.5
2.02,36.1
1.34,46.5
3.31,62
5.81,70.2
3.17,48.8
7.86,56.5
2.42,56.7
7.59,85.8
1.55,31.4
2.57,53.1
1.31,57.7
1.9,57.2
1.26,41.9
5,77
1.6,24.4
0.68,25.4
2.13,59.5
5.43,100
3.43,62.3
1.25,43.4
0.51,44.1
5.83,74
5.63,78.5
3.69,50.9
4.22,61.2
1.92,68.2
3.88,38.3
5.83,94.1
6.17,59.1
2.72,69.8
5.43,44.2
3.89,56.1
5.91,52
5.53,57.8
6,81.4
1.32,44.8
2.58,73.8
2.12,52.3
3.58,63.7
3.72,69.7
5.34,69.4
4.56,58.6
4.64,55.6
5.06,57.4
2.18,58.2
1.81,19.599
1.72,53.7
6.24,73.4
0.78,40.9
2.53,70.4
2.24,64.7
4.74,89.6
7.39,81.4
7.03,82
0.84,30.3
4.32,66.1
0.3,64.3
6.34,93.3
3,77.3
1.72,38.3
3.87,60.6
3.48,57.4
7.55,68.7
0.27,26.4
7.6,76.4
1.87,51.1
1.16,31.6
5.93,69.6
4.18,45.4
7.17,79.5
4.34,58.4
4.04,69.3
1.65,25.7
7.6,76.9
5.32,97.9
4.81,57.7
6.32,59
0.81,54.3
6.93,100
4,73.1
6.42,66.7
5.7,85.9
3.61,64.3
6.16,62.5
5.77,73.3
0.08,32.8
5.67,57.5
4.07,77.6
6.72,69.4
6.48,100
1.37,60.6
0.17,23.6
1.57,35.9
5.93,64.6
6.97,84.3
5.6,76.2
6.56,82.7
4.7,68.4
4.05,70
7.76,81.3
0.64,58.7
3.37,67
2.22,47.9
0.98,39.9
4.84,61.4
2.11,51.4
3.7,45.9
1.09,45.2
3.12,54.5
1.6,25
7.18,94.1
4.18,66.4
6.4,68.9
3.89,51.4
0.34,35
5.56,69.4
0.38,30.6
3.16,45.2
4.38,68.4
6.24,76.7
7.19,88.5
1.64,40
5.31,78.7
3.76,62.1
6.14,92.6
7.52,80.3
4.26,52.5
2.29,45.4
6.39,91.1
4.21,60.9
